,network,id,balance,molochAddress,tokenAddress,symbol,decimals,bank,balanceFloat,usdValue,ethValue,eurValue
30,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x123b869f8e1d704c9425385797dc5709033b96cd-member-0x000000000000000000000000000000000000dead,78185653141811326384,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x123b869f8e1d704c9425385797dc5709033b96cd,MCV39,18,guild,78.18565314181133,,,
31,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x14ee5637e84d944292f09346095835ce65ecbe41-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x14ee5637e84d944292f09346095835ce65ecbe41,MCV18,18,guild,76.19895211527708,,,
32,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x2ec23405661d70cb821cf4ef74432e00cf2773bd-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x2ec23405661d70cb821cf4ef74432e00cf2773bd,MCV10,18,guild,74.03418636140229,,,
33,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x2fae2125799dfd22973daa009080bdb078c68640-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x2fae2125799dfd22973daa009080bdb078c68640,MCV24,18,guild,76.19895211527708,,,
34,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x300153eacba4438999ee265cd26239646660500f-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x300153eacba4438999ee265cd26239646660500f,MCV19,18,guild,76.19895211527708,,,
35,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x3351f826f39bc65157129d46659853d3f064f814-member-0x000000000000000000000000000000000000dead,91751235323220219637,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x3351f826f39bc65157129d46659853d3f064f814,MCVHYDRA,18,guild,91.75123532322021,,,
36,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x37fd5d172fbdb317d1c094569ea914dc1381098a-member-0x000000000000000000000000000000000000dead,78185653141811326384,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x37fd5d172fbdb317d1c094569ea914dc1381098a,MCV38,18,guild,78.18565314181133,,,
37,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x429db3453ec5b0682a53e63cbe05ffede4f55d86-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x429db3453ec5b0682a53e63cbe05ffede4f55d86,MCV05,18,guild,74.03418636140229,,,
38,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x4d78ede5d95a885eecd9b1c842467e242c6efc1f-member-0x000000000000000000000000000000000000dead,77239303288129104187,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x4d78ede5d95a885eecd9b1c842467e242c6efc1f,MCV35,18,guild,77.23930328812911,,,
39,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x582edbc2326b6a3c07bc62a6806f5fe4f5fb984f-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x582edbc2326b6a3c07bc62a6806f5fe4f5fb984f,MCV31,18,guild,76.19895211527708,,,
40,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x58c4c1c7b40f25d3dbb8d48c0653ad837ca95675-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x58c4c1c7b40f25d3dbb8d48c0653ad837ca95675,MCV32,18,guild,76.19895211527708,,,
41,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x609a8281753def03845a217259c712c041d3e58e-member-0x000000000000000000000000000000000000dead,75996818581211171437,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x609a8281753def03845a217259c712c041d3e58e,MCV15,18,guild,75.99681858121117,,,
42,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x620e6b33dd8659b4fb5ef9f4d25a70f1294adb11-member-0x000000000000000000000000000000000000dead,75488698765107839964,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x620e6b33dd8659b4fb5ef9f4d25a70f1294adb11,MCV12,18,guild,75.48869876510784,,,
43,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x6243d8cea23066d098a15582d81a598b4e8391f4-member-0x000000000000000000000000000000000000dead,5078778496793924592336,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x6243d8cea23066d098a15582d81a598b4e8391f4,FLX,18,guild,5078.778496793924,73743.86377344778,38.395565435762066,65820.96931844926
44,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x63ef23bb2821294a57ea496e283e307d90340fe7-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x63ef23bb2821294a57ea496e283e307d90340fe7,MCV34,18,guild,76.19895211527708,,,
45,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x64dfbe77f4a2bcafcd5aaa546f13759a8ddd655b-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x64dfbe77f4a2bcafcd5aaa546f13759a8ddd655b,MCV26,18,guild,76.19895211527708,,,
46,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x6842e42bfa693719b87c1e322fc7a2e5f16358ba-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x6842e42bfa693719b87c1e322fc7a2e5f16358ba,MCV20,18,guild,76.19895211527708,,,
47,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x694de0ea2aa3e930469d40efb4ab4dc829e8c032-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x694de0ea2aa3e930469d40efb4ab4dc829e8c032,MCV17,18,guild,76.19895211527708,,,
48,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x6b175474e89094c44da98b954eedeac495271d0f-member-0x000000000000000000000000000000000000dead,50180944569782254004046,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,guild,50180.94456978226,50165.890286411326,26.129217837485623,44801.5473119016
49,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x73ce560f1e3177a5f3f951773e5baa4ce90ce840-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x73ce560f1e3177a5f3f951773e5baa4ce90ce840,MCV06,18,guild,74.03418636140229,,,
50,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x74def6b59afb5bfce9242446586337c05cc0c9e1-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x74def6b59afb5bfce9242446586337c05cc0c9e1,MCV11,18,guild,74.03418636140229,,,
51,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x7af2bf4407c92e0c8a33bd88e4900ecbf403e18a-member-0x000000000000000000000000000000000000dead,78185653141811326384,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x7af2bf4407c92e0c8a33bd88e4900ecbf403e18a,MCV37,18,guild,78.18565314181133,,,
52,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x7e6045940b12b6e8172d396ce1f652813a314669-member-0x000000000000000000000000000000000000dead,78185653141811326384,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x7e6045940b12b6e8172d396ce1f652813a314669,MCV36,18,guild,78.18565314181133,,,
53,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x879c691267d0ac9c29c1e0df2398227a486a1a04-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x879c691267d0ac9c29c1e0df2398227a486a1a04,MCV22,18,guild,76.19895211527708,,,
54,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x8e41332bb729df4461dac11a72aee528d97e9d6b-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x8e41332bb729df4461dac11a72aee528d97e9d6b,MCV29,18,guild,76.19895211527708,,,
55,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x94095ba32e194dfcf5f9ef8df09694e41c3f6eeb-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x94095ba32e194dfcf5f9ef8df09694e41c3f6eeb,MCV07,18,guild,74.03418636140229,,,
56,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x954dd352d05d86eda618133a63e01fcf23fe1cc1-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x954dd352d05d86eda618133a63e01fcf23fe1cc1,MCV30,18,guild,76.19895211527708,,,
57,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0x963b06f4565c89b014d616ee01f3a9863004854b-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0x963b06f4565c89b014d616ee01f3a9863004854b,MCV03,18,guild,74.03418636140229,,,
58,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48-member-0x000000000000000000000000000000000000dead,37,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,6,guild,3.7e-05,3.69963e-05,1.9262199999999998e-08,3.3037299999999996e-05
59,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xa669ff622abae85538eba491eceb8a7ee9643875-member-0x000000000000000000000000000000000000dead,78185653141811326384,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xa669ff622abae85538eba491eceb8a7ee9643875,MCV40,18,guild,78.18565314181133,,,
60,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-member-0x000000000000000000000000000000000000dead,29676224245924,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,guild,2.9676224245924e-05,0.056951345188110285,2.965248326652726e-05,0.05103153197553337
61,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xc425fd4e6da7589f4b3f6272b581ed24f61c0ee9-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xc425fd4e6da7589f4b3f6272b581ed24f61c0ee9,MCV25,18,guild,76.19895211527708,,,
62,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xd05fbac927ae2b45bb4c685ac0658ec6a09587cf-member-0x000000000000000000000000000000000000dead,75996818581211171437,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xd05fbac927ae2b45bb4c685ac0658ec6a09587cf,MCV14,18,guild,75.99681858121117,,,
63,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xdadbb2e371514cc5353993637553d741d82b1e71-member-0x000000000000000000000000000000000000dead,75996818581211171437,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xdadbb2e371514cc5353993637553d741d82b1e71,MCV16,18,guild,75.99681858121117,,,
64,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xde64a0d552868a2fcaee7ddb3e73ac5ea43206ba-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xde64a0d552868a2fcaee7ddb3e73ac5ea43206ba,MCV21,18,guild,76.19895211527708,,,
65,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xdf70f9325dbc3af7b5e813a7878cbc87fac998d8-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xdf70f9325dbc3af7b5e813a7878cbc87fac998d8,MCV23,18,guild,76.19895211527708,,,
66,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xe33722ffa8bd8321c588fbc4c48f8899149dd448-member-0x000000000000000000000000000000000000dead,75996818581211171437,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xe33722ffa8bd8321c588fbc4c48f8899149dd448,MCV13,18,guild,75.99681858121117,,,
67,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xeb62fd6c017b39b0d0f088dd2bc3d6b8fcbd5f35-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xeb62fd6c017b39b0d0f088dd2bc3d6b8fcbd5f35,MCV09,18,guild,74.03418636140229,,,
68,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xee02d06984d37f1fadb3437a10dc7e74b0368084-member-0x000000000000000000000000000000000000dead,76198952115277092347,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xee02d06984d37f1fadb3437a10dc7e74b0368084,MCV28,18,guild,76.19895211527708,,,
69,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xf364a2f16d3e29059f0dc46563de2caaab84311c-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xf364a2f16d3e29059f0dc46563de2caaab84311c,MCV01,18,guild,74.03418636140229,,,
70,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xf9ca29c60e32103a455e833787d53cca96f9fc6d-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xf9ca29c60e32103a455e833787d53cca96f9fc6d,MCV02,18,guild,74.03418636140229,,,
71,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xfb15127f6464fcbb82b05dc4b772283236c65167-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xfb15127f6464fcbb82b05dc4b772283236c65167,MCV08,18,guild,74.03418636140229,,,
72,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xfb1a5d0ea0df7be649ac969ca9253e875f398990-member-0x000000000000000000000000000000000000dead,74034186361402292078,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xfb1a5d0ea0df7be649ac969ca9253e875f398990,MCV04,18,guild,74.03418636140229,,,
73,mainnet,0x4570b4faf71e23942b8b9f934b47ccedf7540162-token-0xfb5453340c03db5ade474b27e68b6a9c6b2823eb-member-0x000000000000000000000000000000000000dead,10092118867193,0x4570b4faf71e23942b8b9f934b47ccedf7540162,0xfb5453340c03db5ade474b27e68b6a9c6b2823eb,ROBOT,18,guild,1.0092118867193e-05,,,
74,mainnet,0x47b45f8b527a0dbcd315e4c9cee4b8ff118f8a31-token-0x6b175474e89094c44da98b954eedeac495271d0f-member-0x000000000000000000000000000000000000dead,1170000000000000000002,0x47b45f8b527a0dbcd315e4c9cee4b8ff118f8a31,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,guild,1170.0,1169.6490000000001,0.6092190000000001,1044.576
75,mainnet,0x47b45f8b527a0dbcd315e4c9cee4b8ff118f8a31-token-0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2-member-0x000000000000000000000000000000000000dead,1435932848971275565,0x47b45f8b527a0dbcd315e4c9cee4b8ff118f8a31,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,18,guild,1.4359328489712755,2755.684371132285,1.4347841026920984,2469.244486419495
76,mainnet,0x4dee5bb2e919c5c123b74e7919f6c1984a6bc349-token-0x6b175474e89094c44da98b954eedeac495271d0f-member-0x000000000000000000000000000000000000dead,974488761408245843,0x4dee5bb2e919c5c123b74e7919f6c1984a6bc349,0x6b175474e89094c44da98b954eedeac495271d0f,DAI,18,guild,0.9744887614082459,0.9741964147798234,0.0005074162980652736,0.870023566185282
